Start,20/7/1988,
27.49,185.64,22.902
27.71,181.61,22.76
27.89,185.64,22.68
27.12,180.81,21.81
28.24,173.26,22.05
29.07,172.37,22.66
28.93,176.84,22.86
28.8,181.43,22.58
28.46,178.75,22.28
28.93,180.9,22.85
28.23,175.27,22.37
27.97,173.16,22.36
27.73,173.25,22.41
28.35,177.39,22.65
27.75,168.26,21.59
27.63,170.09,21.49
27.51,167.44,21.48
26.87,174.68,21.57
25.88,168.18,20.93
25.98,170.12,20.66
25.98,170.12,20.66
26.03,175.16,20.71
25.85,179.55,20.92
25.23,174.25,19.81
25.45,176.63,20.62
25.25,172.58,20.64
25.15,173.88,20.47
26.15,169.64,20.71
27.26,172.81,20.91
27.52,171.81,21.99
25.86,165.15,22.09
25.64,166.29,22.09
25.8,162.02,22.09
26.43,166.26,22.3
25.44,159.03,21.67
26.16,162.12,22.01
25.5,154.4,21.67
26.11,157.08,22.23
26.23,159.88,22.23
25.72,158.95,22.19
25.44,156.66,22.35
25.28,153.23,22.52
26.21,160.64,23.02
27.02,164.19,22.8
27.39,163.57,23.67
28.13,169.55,24.23
27.9,173.56,24.38
28.12,176.73,24.52
27.91,179.3,24.12
27.91,179.32,24.36
27.81,175.74,24.26
27.69,175.39,24.01
27.32,173.53,23.59
27.29,175.84,23.39
27.18,174.29,23.05
27.84,176.79,23.49
27.66,172.55,22.97
27.27,173.64,23.15
27.56,174.67,23.41
27.94,173.74,23.59
27.29,169.53,22.87
27.29,169.53,22.87
27.1,166.19,22.58
26.9,166.96,21.54
26.35,161.22,20.52
25.65,160.18,20.61
26.12,157.92,20.97
26.1,151.68,20.33
26.44,151.61,20.16
27.34,152.65,20.19
27.62,148.94,20.16
26.82,140.36,19.36
25.99,139.88,19.48
24.57,127.83,18.55
25.26,134.09,19.26
25.16,140.91,19.23
25.4,131.05,18.5
25.44,126.84,18.63
25.72,128.71,18.7
26.61,131.93,18.57
27.4,128.24,19.2
25.01,105.26,17.27
26.69,113.66,18.73
26.48,109.12,18.52
26.25,100.1,17.2
26.32,97.07,17.31
24.91,98.14,16.93
23.23,89.16,16.02
23.01,89.79,16.25
22.3,88.74,15.6
21.5,96.8,15.19
25.5,110.26,16.99
24.1,104.08,15.93
22.66,97.95,14.99
24.19,101.89,15.88
23.93,97.4,15.5
24.72,98.44,16.04
23.36,91.49,15.25
21.53,96.87,14.58
22.32,98.23,14.51
21.96,96.38,14.28
21.18,92.09,14.25
23.1,99.91,15.86
23,104.55,14.94
22.63,111.04,16.17
22.33,107.59,16.031
22.62,106.96,15.64
23.53,110.99,16.26
22.08,103.3,15.06
20.88,99.1,13.87
21.5,98.24,14.63
21.3,95.88,14.35
21.2,94.77,13.93
20.3,90.12,13.52
21.25,96.44,14.43
20.06,90.24,13.32
19.32,88.14,13
19.62,89.91,13.11
18.29,86.29,12.49
17.53,80.49,12.23
19.68,82.58,13.11
20.69,92.95,13.56
19.99,90.8,13.13
20.49,95,13.97
20.49,95,13.97
20.22,92.67,13.8
18.61,88.93,12.56
19.15,92.47,13.28
19.87,95.9,13.66
19.11,91.41,12.77
19.87,94,13.29
21.01,99.72,13.94
20.6,100.06,14.3
20.61,98.21,14.27
19.45,95,14.01
19.36,98.27,14.75
19.04,94.75,14.59
20.11,95.43,15.64
19.66,89.16,15.26
19.3,89.43,14.26
19.12,90,14.44
19.18,85.74,14.34
19.28,86.38,14.07
19.17,85.04,14.23
19.17,85.04,14.23
19.13,85.81,14.18
18.96,86.61,14.13
19.34,86.29,14.69
19.44,85.35,14.66
19.44,85.35,14.66
20.33,90.75,15.2
20.52,94.58,14.91
20.76,93.02,15.37
19.51,91.01,14.44
20.12,92.7,14.55
19.52,90.58,14.15
19.47,88.66,13.79
19.82,87.71,13.67
19.09,85.33,13.08
19.24,83.38,13.29
19.71,82.33,13.74
19.71,82.33,13.74
18.48,78.2,12.86
19.38,82.83,13.26
17.11,88.36,12.82
17.2,88.36,13.12
17.63,89.64,13.38
17.66,90.73,13.81
18.04,94.2,14.01
17.59,93,13.37
17.1,90.13,12.9
17.83,91.51,13.63
18.5,92.98,13.73
18.63,93.55,13.88
19.04,96.46,14.25
19.66,99.72,14.73
19.44,102.51,14.91
18.8,97.83,14.08
19.21,96.82,14.08
19.26,99.27,14
19.09,99.16,13.88
19.09,99.16,13.88
18.09,94.53,13.21
18.12,94.37,13.36
17.91,90.64,12.68
18,91.2,12.78
17.21,86.95,12.08
17.17,90.25,12.73
16.96,91.16,13.03
16.42,89.19,12.71
16.15,89.31,12.74
15.79,87.94,12.31
15.88,88.37,12.28
16.12,91.17,12.76
15.27,88.84,12.31
15.28,85.3,12.41
15.15,83.11,12.55
16.48,88.6275,13.92
17.11,92.68,13.96
17.01,96.35,14.52
16.65,95.93,14.7
16.25,95.42,14.25
16.9,99.66,14.9
16.96,101.52,15.24
17.14,101.62,15.15
17.06,101.59,14.65
18.33,107.66,15.52
17.93,106.501,15
17.88,106.49,14.94
18.83,109.87,15.82
18.13,106.85,15.42
17.48,104.49,14.72
18.37,105.12,15.03
19.31,108.69,15.03
19.29,112.71,15.7
18.75,115.99,15.95
18.76,118.45,15.86
18.76,115,15.45
19.19,116.32,15.27
19.67,119.57,15.98
19.67,119.57,15.98
19.59,120.22,15.98
19.35,118.31,16.01
18.83,117.64,15.62
19.76,121.45,15.89
19.2,123.42,15.6
18.61,120.5,15
18.97,121.76,15.36
18.78,121.51,15.67
18.92,125.4,15.53
20.91,123.9,15.62
20.4,124.73,15.28
19.93,123.902,15.05
20.25,125.14,15.35
20.26,125.83,15.78
20.24,127.24,15.81
20.19,132.07,16.66
19.79,132.71,16.16
19.79,132.5,16.12
19.32,129.06,15.77
19.42,129.19,15.29
19.32,129.57,15.37
19.89,124.42,15.21
19.75,119.49,15.13
20.06,122.95,15.54
20.22,122.42,15.19
20.6,126.65,15.52
20.31,127.45,15.65
20.38,125.87,15.58
19.82,124.18,15.18
19.75,122.5,15.05
19.75,122.5,15.05
20.34,130.78,15.48
20.13,133.05,15.46
20.45,135.07,15.72
20.89,135.81,15.72
21.4,139.35,16.5
21.4,139.49,16.19
21.73,140.95,15.94
21.83,143.74,16.13
22.14,144.67,15.92
22.05,143.85,15.92
22.08,142.72,16.42
22.55,140.25,16.46
22.83,139.95,16.35
23.33,136.97,16.31
23.42,136.09,15.98
23.45,136.35,15.86
23.68,135.58,16.14
23.5,135.88,15.87
24.07,139.48,16.01
23.28,137.37,15.68
23.34,134.01,15.81
23.47,136.22,16.1
23.79,139.86,16.31
23.35,142.44,16.29
23.86,141.97,16.38
23.77,142.43,16.55
24.04,142.83,17.04
23.37,140.02,16.72
23.37,140.02,16.72
23.2,138.61,16.54
22.53,135.4,16.25
22.56,137.22,15.94
22.44,136.36,16.02
22.39,138.52,16.04
23.23,142.34,16.49
23.11,142.27,16.83
24.12,146.88,18.05
24.44,147.52,18.5
24.29,151.75,18.79
24.53,152.909,18.9
